2026-08-13T12:07:28
0.000000000000000000e+00 2.826499999999999790e+00 2.826499999999999790e+00
2.826499999999999790e+00 0.000000000000000000e+00 2.826499999999999790e+00
2.826499999999999790e+00 2.826499999999999790e+00 0.000000000000000000e+00
18
111
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 

-1 1 0
1 1	-3.629328904441274650e-01	0.000000000000000000e+00	2.005438099932221538e-02	0.000000000000000000e+00
1 2	5.103098356425295190e-01	0.000000000000000000e+00	-3.545568647344857910e-02	0.000000000000000000e+00
1 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 4	-5.103098356425296300e-01	0.000000000000000000e+00	3.545568647344858604e-02	0.000000000000000000e+00
1 5	8.148353133124431880e-01	0.000000000000000000e+00	-7.512469519937299556e-02	0.000000000000000000e+00
1 6	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 7	4.704453874861521667e-01	0.000000000000000000e+00	-4.337326299614659153e-02	0.000000000000000000e+00
1 8	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 9	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 10	-3.827776304376438038e-02	0.000000000000000000e+00	1.017315311654551097e-03	0.000000000000000000e+00
1 11	2.596225732151902915e-02	0.000000000000000000e+00	-8.209777168401871141e-04	0.000000000000000000e+00
1 12	-2.596225732151903262e-02	0.000000000000000000e+00	8.209777168401872225e-04	0.000000000000000000e+00
1 13	-7.788677196455708052e-02	0.000000000000000000e+00	2.462933150520560908e-03	0.000000000000000000e+00
1 14	6.562876779787529813e-02	0.000000000000000000e+00	-2.724209908998245170e-03	0.000000000000000000e+00
1 15	2.187625593262509591e-02	0.000000000000000000e+00	-9.080699696660815426e-04	0.000000000000000000e+00
1 16	5.052104900624899281e-02	0.000000000000000000e+00	-2.097097765718910177e-03	0.000000000000000000e+00
1 17	-6.562876779787528425e-02	0.000000000000000000e+00	2.724209908998244303e-03	0.000000000000000000e+00
1 18	-8.750502373050041138e-02	0.000000000000000000e+00	3.632279878664326604e-03	0.000000000000000000e+00
2 1	-5.103098356425295190e-01	0.000000000000000000e+00	3.545568647344857910e-02	0.000000000000000000e+00
2 2	4.613479593214634966e-01	0.000000000000000000e+00	-5.047318464676920496e-02	0.000000000000000000e+00
2 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2 4	-6.605725303656886371e-01	0.000000000000000000e+00	6.554015495499668220e-02	0.000000000000000000e+00
2 5	5.275601752576406511e-01	0.000000000000000000e+00	-1.101896870714806076e-01	0.000000000000000000e+00
2 6	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2 7	3.045870091987249451e-01	0.000000000000000000e+00	-6.361804549263995467e-02	0.000000000000000000e+00
2 8	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2 9	-2.917626772027741566e-01	0.000000000000000000e+00	3.322552393053648107e-02	0.000000000000000000e+00
2 10	-3.473977013156521326e-02	0.000000000000000000e+00	1.017455323749420727e-03	0.000000000000000000e+00
2 11	3.656691654046990286e-03	0.000000000000000000e+00	-2.816949203243282246e-04	0.000000000000000000e+00
2 12	-2.400103866781133632e-02	0.000000000000000000e+00	8.542478764220726465e-04	0.000000000000000000e+00
2 13	-7.200311600343398122e-02	0.000000000000000000e+00	2.562743629266217397e-03	0.000000000000000000e+00
2 14	3.844479593139559642e-03	0.000000000000000000e+00	-9.282149859760142809e-04	0.000000000000000000e+00
2 15	1.281493197713188354e-03	0.000000000000000000e+00	-3.094049953253383105e-04	0.000000000000000000e+00
2 16	3.522046591205121868e-02	0.000000000000000000e+00	-1.872667603902186239e-03	0.000000000000000000e+00
2 17	-5.972214322820722926e-02	0.000000000000000000e+00	2.934150440321517915e-03	0.000000000000000000e+00
2 18	-9.825541218263220133e-02	0.000000000000000000e+00	4.580845738543858937e-03	0.000000000000000000e+00
3 1	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 2	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 3	-1.992245710442249740e-01	0.000000000000000000e+00	1.506697030822746683e-02	0.000000000000000000e+00
3 4	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 5	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 6	2.917626772027739901e-01	0.000000000000000000e+00	-3.322552393053646025e-02	0.000000000000000000e+00
3 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 8	-2.917626772027740456e-01	0.000000000000000000e+00	3.322552393053646719e-02	0.000000000000000000e+00
3 9	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 10	3.473977013156522020e-02	0.000000000000000000e+00	-1.017455323749420944e-03	0.000000000000000000e+00
3 11	-2.400103866781133632e-02	0.000000000000000000e+00	8.542478764220726465e-04	0.000000000000000000e+00
3 12	3.656691654047005031e-03	0.000000000000000000e+00	-2.816949203243287667e-04	0.000000000000000000e+00
3 13	7.200311600343399510e-02	0.000000000000000000e+00	-2.562743629266217831e-03	0.000000000000000000e+00
3 14	-5.972214322820724314e-02	0.000000000000000000e+00	2.934150440321518349e-03	0.000000000000000000e+00
3 15	-1.281493197713194426e-03	0.000000000000000000e+00	3.094049953253384189e-04	0.000000000000000000e+00
3 16	-6.748145005344489966e-02	0.000000000000000000e+00	3.030794978445577881e-03	0.000000000000000000e+00
3 17	3.844479593139583061e-03	0.000000000000000000e+00	-9.282149859760151483e-04	0.000000000000000000e+00
3 18	7.962952430427633344e-02	0.000000000000000000e+00	-3.912200587095358666e-03	0.000000000000000000e+00
4 1	5.103098356425296300e-01	0.000000000000000000e+00	-3.545568647344858604e-02	0.000000000000000000e+00
4 2	-6.605725303656886371e-01	0.000000000000000000e+00	6.554015495499668220e-02	0.000000000000000000e+00
4 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4 4	4.613479593214637187e-01	0.000000000000000000e+00	-5.047318464676923272e-02	0.000000000000000000e+00
4 5	-5.275601752576407621e-01	0.000000000000000000e+00	1.101896870714806353e-01	0.000000000000000000e+00
