Date
2.459999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.229999999999999982e+00 2.130422493309719112e+00 0.000000000000000000e+00
0.000000000000000000e+00 -0.000000000000000000e+00 2.000000000000000000e+01
8
35
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 1 1 1 1 

-1 1 0
1 1	-1.815552302175425315e-03	0.000000000000000000e+00	2.530123565572788290e-05	0.000000000000000000e+00
1 2	-1.790920668076663100e-03	0.000000000000000000e+00	2.666564751766302988e-05	0.000000000000000000e+00
1 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 4	3.101965589433978120e-03	0.000000000000000000e+00	-4.618625631731528778e-05	0.000000000000000000e+00
1 5	-3.843628988942208308e-02	0.000000000000000000e+00	7.374263608418034962e-04	0.000000000000000000e+00
1 6	-4.852481638840838718e-02	0.000000000000000000e+00	1.022609411733233289e-03	0.000000000000000000e+00
1 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 8	4.507605284867492734e-02	0.000000000000000000e+00	-9.499303514696208570e-04	0.000000000000000000e+00
2 1	1.790920668076663100e-03	0.000000000000000000e+00	-2.666564751766302988e-05	0.000000000000000000e+00
2 2	1.429433481956344544e-03	0.000000000000000000e+00	-2.334003664111765412e-05	0.000000000000000000e+00
2 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2 4	-3.154083356793044128e-03	0.000000000000000000e+00	5.030422730917636932e-05	0.000000000000000000e+00
2 5	4.852481638840838718e-02	0.000000000000000000e+00	-1.022609411733233289e-03	0.000000000000000000e+00
2 6	5.450807498606421997e-02	0.000000000000000000e+00	-1.294818007613533382e-03	0.000000000000000000e+00
2 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
2 8	-5.936122087020088284e-02	0.000000000000000000e+00	1.383190005228563963e-03	0.000000000000000000e+00
3 1	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 2	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 3	-3.915773931346375235e-04	0.000000000000000000e+00	5.703122537211441859e-06	0.000000000000000000e+00
3 4	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 5	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 6	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
3 7	-9.394865961058431261e-03	0.000000000000000000e+00	1.941997033942030333e-04	0.000000000000000000e+00
3 8	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4 1	-3.101965589433978120e-03	0.000000000000000000e+00	4.618625631731528778e-05	0.000000000000000000e+00
4 2	-3.154083356793044128e-03	0.000000000000000000e+00	5.030422730917636932e-05	0.000000000000000000e+00
4 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4 4	5.071455232138310197e-03	0.000000000000000000e+00	-8.142635499777587489e-05	0.000000000000000000e+00
4 5	-4.507605284867492734e-02	0.000000000000000000e+00	9.499303514696208570e-04	0.000000000000000000e+00
4 6	-5.936122087020088284e-02	0.000000000000000000e+00	1.383190005228563963e-03	0.000000000000000000e+00
4 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4 8	4.574742469058075411e-02	0.000000000000000000e+00	-1.090683999748166041e-03	0.000000000000000000e+00
5 1	-1.308382039910650844e-05	0.000000000000000000e+00	1.249155700847240804e-07	0.000000000000000000e+00
5 2	-9.645145591835425301e-06	0.000000000000000000e+00	9.623008779561769667e-08	0.000000000000000000e+00
5 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5 4	2.814575771790231687e-05	0.000000000000000000e+00	-2.808115969302351445e-07	0.000000000000000000e+00
5 5	-1.815552302175425315e-03	0.000000000000000000e+00	2.530123565572788290e-05	0.000000000000000000e+00
5 6	-1.790920668076663100e-03	0.000000000000000000e+00	2.666564751766302988e-05	0.000000000000000000e+00
5 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
5 8	3.101965589433978120e-03	0.000000000000000000e+00	-4.618625631731528778e-05	0.000000000000000000e+00
6 1	9.645145591835425301e-06	0.000000000000000000e+00	-9.623008779561769667e-08	0.000000000000000000e+00
6 2	4.853245675489912163e-06	0.000000000000000000e+00	-5.213207961699460315e-08	0.000000000000000000e+00
6 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6 4	-2.121749130971590659e-05	0.000000000000000000e+00	2.213308781512080792e-07	0.000000000000000000e+00
6 5	1.790920668076663100e-03	0.000000000000000000e+00	-2.666564751766302988e-05	0.000000000000000000e+00
6 6	1.429433481956344544e-03	0.000000000000000000e+00	-2.334003664111765412e-05	0.000000000000000000e+00
6 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
6 8	-3.154083356793044128e-03	0.000000000000000000e+00	5.030422730917636932e-05	0.000000000000000000e+00
7 1	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7 2	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7 3	-2.417682854017976591e-06	0.000000000000000000e+00	2.371482296539184257e-08	0.000000000000000000e+00
7 4	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7 5	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7 6	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
7 7	-3.915773931346375235e-04	0.000000000000000000e+00	5.703122537211441859e-06	0.000000000000000000e+00
7 8	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8 1	-2.814575771790231687e-05	0.000000000000000000e+00	2.808115969302351445e-07	0.000000000000000000e+00
8 2	-2.121749130971590659e-05	0.000000000000000000e+00	2.213308781512080792e-07	0.000000000000000000e+00
8 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8 4	5.949764689387862298e-05	0.000000000000000000e+00	-6.221567414003890238e-07	0.000000000000000000e+00
8 5	-3.101965589433978120e-03	0.000000000000000000e+00	4.618625631731528778e-05	0.000000000000000000e+00
8 6	-3.154083356793044128e-03	0.000000000000000000e+00	5.030422730917636932e-05	0.000000000000000000e+00
8 7	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
8 8	5.071455232138310197e-03	0.000000000000000000e+00	-8.142635499777587489e-05	0.000000000000000000e+00

1 0 0
1 1	-8.227999785587050141e-01	0.000000000000000000e+00	2.328019179416935050e-02	0.000000000000000000e+00
1 2	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 3	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1 4	-1.136545348879582029e+00	0.000000000000000000e+00	3.707711849892682265e-02	0.000000000000000000e+00
1 5	-1.095547210227526200e-02	0.000000000000000000e+00	1.825545790113407188e-04	0.000000000000000000e+00
1 6	-2.161882294940759702e-03	0.000000000000000000e+00	3.903975091154263268e-05	0.000000000000000000e+00
